2.057544299,1.652210501,-0.080920518,-0.245170291,-0.027069064,0
2.018401252,1.523337449,-0.100098602,-0.415228592,0.074447651,0
2.093816142,1.463460013,-0.061971355,-0.510534253,0.044808163,0
2.060588414,1.606274548,-0.040677292,-0.249485354,-0.032708975,0
1.912093757,1.788077134,-0.02315011,-0.261652404,-0.006543828,0
2.018062771,1.576186299,-0.120150866,-0.458067607,0.063132767,0
1.9672919,1.647534191,0.115447403,-0.305047653,0.031223151,0
1.991558678,1.665424889,-0.044136482,-0.314489625,-0.061311688,0
2.020578068,1.664438492,-0.074727271,-0.304215204,0.009336581,0
1.979258651,1.610962063,-0.084829111,-0.406152477,-0.023793045,0
1.928890141,1.597406138,0.070374161,-0.42394386,-0.054667733,0
1.930393142,1.568256415,-0.020240336,-0.430563594,-0.054293346,0
1.932990001,1.564110092,0.028881712,-0.436065143,-0.050367768,0
1.940580376,1.541806462,0.024638098,-0.543042566,-0.008219703,0
1.930075891,1.489650366,-0.017931536,-0.574204905,0.062116974,0
1.97720881,1.470286817,0.049756861,-0.449102075,-0.064342719,0
1.951173359,1.451736254,0.037632276,-0.486591615,-0.039874208,0
1.95393956,1.463637224,-0.029760044,-0.545811157,0.003272781,0
1.999741328,1.491161495,0.054541609,-0.458175224,-0.046516398,0
1.908706303,1.494339542,0.25967658,-0.401647317,-0.028527512,0
2.022247932,1.301505307,0.289215172,-0.583473121,0.118826191,0
2.091043814,1.289057601,0.375521044,-0.585849244,0.083775146,0
2.073056834,1.279067906,0.3607738,-0.563688121,0.084420768,0
1.955443868,1.350958704,0.160013899,-0.533425187,0.022029524,0
2.089464028,1.330485875,0.190893764,-0.557812608,0.155420095,0
2.03480992,1.37776978,0.2208471,-0.529160058,0.073917347,0
2.021100016,1.350720612,0.072101426,-0.544952586,0.099658871,0
1.896273464,1.437546455,0.119063319,-0.486164423,-0.01700276,0
1.909977413,1.282125844,0.063322397,-0.450281729,0.005662289,0
1.88260522,1.390647306,0.180886586,-0.514681487,0.012953782,0
1.894185409,1.465685386,0.239536098,-0.456994141,-0.06819326,0
1.957762438,1.549376552,0.005712705,-0.365461478,-0.044578589,0
1.95985928,1.387038581,0.098167056,-0.476385331,0.035193461,0
1.925538839,1.323829351,0.110190174,-0.555601214,-0.012398591,0
1.955312011,1.410086188,-0.059375808,-0.357401103,0.007961998,0
1.934652604,1.395004776,0.19634922,-0.65157062,-0.047528562,0
1.930560435,1.545464462,0.045390508,-0.487821962,-0.036967714,0
1.872337626,1.607179917,0.076487997,-0.410772976,-0.076515084,0
1.873667562,1.492882983,0.194460882,-0.47738025,0.010805269,0
1.933004845,1.450876585,0.105793005,-0.5776159,-0.092596015,0
1.89888457,1.436421955,0.120724984,-0.656703124,-0.056671927,0
1.872993619,1.607465507,0.111931953,-0.452407532,-0.094407501,0
1.908845427,1.547677693,0.154541036,-0.466182386,-0.023195008,0
1.935763804,1.417039263,0.127383138,-0.515000877,-0.038934734,0
1.982966936,1.135714964,0.362831545,-0.765636282,0.038264498,0
1.968120307,1.231674371,0.341151129,-0.701319249,0.013630452,0
1.985261317,1.198588434,0.332479081,-0.73985479,0.023840648,0
1.972107912,1.15672235,0.37214597,-0.796962646,0.011977783,0
2.02617866,1.115739832,0.405134517,-0.788890872,-0.009367598,0
2.000519347,1.149109848,0.397399861,-0.761520953,0.054750514,0
1.952625308,1.173597012,0.42080829,-0.792615498,0.00638362,0
1.965380653,1.189337871,0.374268164,-0.767006095,0.040379289,0
2.011535185,1.52501347,0.067225731,-0.539331488,-0.013789584,0
1.956957996,1.630372835,-0.013853419,-0.526981855,-0.000751637,0
1.918439189,1.57438968,0.029304498,-0.546541419,-0.034605425,0
1.978204427,1.567555497,0.072422018,-0.549087598,-0.020644233,0
1.941824163,1.573016468,0.027388292,-0.529265236,-0.038688631,0
1.994183203,1.509912853,0.110510315,-0.577824906,-0.044421099,0
1.927144231,1.660738818,-0.037072957,-0.469991078,-0.030957832,0
1.96867486,1.542174645,0.066574158,-0.459977617,-0.049272054,0
1.968036043,1.598488126,-0.00440519,-0.526942227,-0.004080528,0
2.01935692,1.302571724,0.108286659,-0.547496603,-0.000780578,0
2.122778025,1.308324704,0.203713786,-0.45835896,0.034294497,0
2.115342592,1.317138565,0.18733804,-0.482695484,0.044377212,0
2.109257363,1.113287801,0.132261797,-0.739201375,0.101908985,0
2.027455393,1.282177946,0.067967481,-0.492469283,0.031981939,0
2.008439331,1.340295741,0.000490806,-0.574786999,0.011497483,0
2.021766322,1.399108567,0.345294209,-0.428677377,0.030424764,0
1.988537316,1.374732733,0.091931395,-0.530517051,-0.066185079,0
2.027767115,1.165463735,0.212627013,-0.837033071,-0.016894183,0
2.033288361,1.409474517,0.2317538,-0.60721558,0.003197918,0
2.016250104,1.240737576,0.206891628,-0.831828884,-0.02699796,0
1.942257921,1.443441056,0.147496542,-0.603757529,-0.029503189,0
1.945495585,1.521705375,0.044671583,-0.554334877,-0.040727502,0
2.023633341,1.163198622,0.203526274,-0.856071067,-0.038223952,0
2.011050026,1.451923435,0.193713572,-0.512967303,-0.030787485,0
2.011589366,1.420351223,0.172537132,-0.499270794,-0.050684,0
1.973671204,1.506568609,-0.069807497,-0.451610567,0.004420097,0
1.971725002,1.531709276,0.082899471,-0.3771954,-0.041150074,0
1.963338298,1.508388053,0.029065352,-0.470264225,-0.035943651,0
1.974165794,1.474088866,0.221907934,-0.474755799,-0.065460221,0
1.937098833,1.564355535,0.007594129,-0.46979622,-0.045880009,0
1.918574388,1.520401802,0.093915059,-0.529826269,-0.01672113,0
1.997848258,1.523069277,0.05475097,-0.384213649,-0.076030565,0
1.95518376,1.5506793,-0.05201772,-0.368309152,-0.04839352,0
1.964692212,1.534124536,0.120326637,-0.486359288,-0.072969707,0
1.959041803,1.590555855,-0.067449707,-0.323620443,-0.038152382,0
1.982462909,1.277469854,0.330369683,-0.648589263,-0.080644827,0
1.938828724,1.252850214,0.335782158,-0.657952498,-0.067554851,0
1.97960666,1.246829256,0.325388823,-0.652103605,-0.077108451,0
2.01232885,1.231046153,0.335563808,-0.718489422,-0.032956918,0
1.804648883,1.686219777,-0.05515276,-0.405038214,-0.029911237,0
1.852479914,1.65988672,-0.00741667,-0.438676565,-0.042825767,0
1.83353372,1.648001356,-0.004600161,-0.427761088,-0.026233263,0
1.931129618,1.399224512,0.274912928,-0.672170523,-0.036371472,0
1.947160271,1.375504058,0.275856586,-0.70520289,-0.045924577,0
1.943150385,1.491997339,0.209281973,-0.59887793,0.004687364,0
1.945335033,1.40763062,0.189536171,-0.644889202,0.02972621,0
1.921506957,1.392968587,0.193860025,-0.710139674,-0.030364946,0
1.995889852,1.221067698,0.404202919,-0.757701313,-0.073829219,0
1.926821481,1.398117639,0.279512483,-0.662891306,-0.02452269,0
1.925252307,1.410709548,0.177629142,-0.676454748,-0.030891999,0
1.95656403,1.246609238,0.303779488,-0.847681716,0.057375735,0
1.883244812,1.425967677,0.21722957,-0.687618167,0.01153872,0
1.935074334,1.29281484,0.323999658,-0.830848732,0.080950843,0
1.954550973,1.268693049,0.348497049,-0.792651923,0.034142866,0
1.891167559,1.352303406,0.175000458,-0.706934888,-0.028809377,0
1.957123023,1.137036979,0.30658115,-0.816933404,-0.014819766,0
1.924390359,1.193274256,0.269128968,-0.807111015,0.032486494,0
1.96623899,1.198523257,0.255162153,-0.773996507,0.031190297,0
1.927038152,1.176897055,0.295150307,-0.775390242,-0.00360317,0
1.957720417,1.070678947,0.346088574,-0.839240884,0.028013817,0
1.825983584,1.703291866,-0.098006367,-0.302701912,-0.084129406,0
1.907805081,1.642676651,0.006243265,-0.315518481,-0.067725267,0
1.809126402,1.724602607,-0.023534479,-0.351460244,-0.062563361,0
1.825786602,1.72227495,-0.045910652,-0.313170968,-0.04493275,0
1.925722561,1.647669857,-0.106865976,-0.265964834,-0.06649135,0
1.914937743,1.615937932,-0.106967573,-0.351467565,-0.017636061,0
1.870670589,1.684350832,-0.181712389,-0.290577666,-0.010385574,0
1.867988404,1.740778241,-0.046401816,-0.304340232,-0.033458326,0
1.895856861,1.669152904,-0.014040862,-0.354214538,-0.062665128,0
1.991069008,1.454594275,0.086952731,-0.522948267,-0.008646032,0
